ID	Title	Keywords	Orders	ground_text
322	夏季男士复古风休闲九分裤轻薄棉麻小满花9分裤男日系民族风男裤棉麻轻薄小满花	棉麻;轻薄;小满花	1;0;2	夏季男士复古风休闲九分裤,轻薄棉麻小满花,可爱又清新。时尚独具日韩风格,喜欢日韩风的童靴门别错过哦!
323	【限】大摆伞裙江南范棉麻女装夏a字裙半身裙中长半身长裙轻薄亚麻透气	轻薄;亚麻;透气	0;2;1	轻薄透气,特别适合渐渐炎热的夏天。亚麻面料,柔软舒适,潇洒飘逸。无论是上班,逛街还是出行,都是最佳选择。
324	大码男装加肥加大夏款短袖波点polo衫保罗衫潮泼墨冲击珠地不规则	泼墨;冲击;珠地;不规则	2;3;0;1	采用珠地网眼面料,夏天穿着透气性极佳。polo样式本是多见而且一沉不变,设计师大胆采用不规则色彩度极高泼墨工艺,使原本沉闷polo更加有视觉冲击,动
325	经典款双刀迷彩拼布洗水赤耳丹宁牛仔短裤五分裤交叉暗黑潮人	交叉;暗黑;潮人	1;2;0	miraclekill品牌是源于美国波士顿街头的暗黑潮流品牌,圈内潮人简称其为“mk”,品牌成立于2006年。mk的经典logo是两把交叉的死神镰刀,象征强大的死神之力,寓意所有事物的归宿都是死亡,宣扬一种人人皆平等的理念。
326	魅孚欧美范街头宽松五分袖衬衫宽大五分褶皱显瘦	宽大;五分;褶皱;显瘦	0;3;1;2	宽大袖口设计,显瘦效果极好。五分长短,肩部褶皱,修饰肩部线条,提升气质。
327	新款短裙欧洲站短袖两件套欧根纱套装小香风上衣女夏季格子短袖元素欧根纱	格子;短袖;元素;欧根纱	0;2;1;3	格子元素的短袖两件套,带着学院风的气息,欧根纱朦胧诱惑,小香风的感觉,时尚优雅。
328	精选[无限不循环]棉麻混纺宽松落裆五分裤【沙门】黑灰款松紧版型舒适度长度	版型;舒适度;长度	1;2;0	此款短裤采用立体贴袋强化了立体感与层次感,微吊档的设计更让穿着者体验宽松带来的舒适度。刚刚好的长度,不挑身材的版型,建议入手!
329	男装夏季男士棉上衣圆领小排扣短袖t恤修身t恤青年衣服潮双层有型领型剪裁	双层;有型;领型;剪裁	0;2;3;1	略微宽松的轻松衣领,细腻双层布料锁边,百搭领型跳脱而出,时尚摩登。亚洲身形剪裁,满足万千顾客身形要求,有型肩部轮廓明显,男士有力臂膀尽显。
330	【厂家直供】韩国进口男装时尚修身男士迷彩翻领t恤下摆修身有型剪裁	下摆;修身;有型;剪裁	3;2;0;1	领口做工精简,剪裁工整挺括有型。下摆设计,修身有型。袖口极简造型彰显绅士气质,经典设计,时尚潮流!既有正装的帅气又有休闲的洒脱,商务休闲的必
331	【限时秒惠】一字领束腰复古高腰显瘦豹纹雪纺裙纤长高腰线修身收腰	纤长;高腰线;修身;收腰	3;2;1;0	收腰设计,合体度更高,修身效果也更好。高腰线让下半身比例更加纤长,拥有黄金比例的好身材!
332	欧莎夏季女装拼接蕾丝衫短袖宽松套头衫女镂空蕾丝扇形勾花	镂空;蕾丝;扇形;勾花	2;1;3;0	通过三段扇形蕾丝的层叠拼接丰富了衣衣的层次感,精美的勾花镂空使得衣服展现柔美的气质。尽显你的名媛淑女气质
333	汤尼俊士夏季青年男士骷髅印花白色纯棉修身圆领t恤衫印花搭配骷髅	印花;搭配;骷髅	2;0;1	来自时尚男装品牌tonyjeans,注重视觉效果的tonyjeans,这次采用了骷髅烫片印花,以骷髅轮廓为框架,搭配烫钻装饰,体现做工的精致,增加潮流感觉。
334	春夏新品潮流丹宁修身型吊带链式连衣裙专柜修身丝	专柜;修身;丝	0;1;2	【专柜品牌】时尚修身吊带设计,性感妩媚,又带着一丝清新动人的少女气息,呈现女性不一样的性感
335	印花蝙蝠袖真丝衬衫桑蚕丝上衣女大码短袖灯笼袖衬衣中老年妈妈装真皮高端真丝放大	真皮;高端;真丝;放大	2;0;1;3	suobaduo索芭朵,一个源自中国,专门提供真丝、真皮、香云纱的高端品牌,也是一个将成熟女人的优雅毫无删减的表现出来,又融合了中国的古典美丽和时代精致品牌。索芭朵让每个女人的美丽都无限放大。源自经典设计的无限魅力会让人更加光彩炫目,更加高贵。
336	佳菲特满夏装新款亚麻针织上衣女人像印花短袖t恤女大码宽松流苏轻薄纯棉	流苏;轻薄;纯棉	1;2;0	轻薄的纯棉小衫,青花瓷般静美。袖边和衣边点缀流苏花片,随行动处摇曳,恰如夏日跳跃的心情。
337	男装夏季新款男士斯文白色印花修身休闲短袖polo衫#浅紫色元素搭配	浅紫色;元素;搭配	0;1;2	实话说,浅紫色是很难驾驭的颜色,融入时下最流行的花卉元素后,挑战难度系数更是不断提升。是花样贵族气质美男?还是田间农夫装?或许就在搭配的细节
338	【夏季热款】猪猪的店设计师典雅名媛范蕾丝纯色连衣裙花朵压褶拉长	花朵;压褶;拉长	1;0;2	精致的压褶花朵,让整个衣服充满了质感。高腰的设计,可以拉长腿部线条的同时还可以修饰腰线。
339	米米小姐夏季韩国t恤情侣装小清新条纹女衬衫五分袖甜美小立领卷边清爽长袖	小立领;卷边;清爽;长袖	0;2;3;1	小清新来啦~我的最强项~拍照时旁边的人都说好像韩国情侣~我暗喜了哈~男款是小立领非常清爽,袖子是长袖卷边穿的,非常实用,春秋也可以穿着。
340	素柏秋装新款文艺范中长款拼接蕾丝装饰亚麻短袖衬衫女蕾丝亚麻新款	蕾丝;亚麻;新款	2;0;1	2014夏装新款文艺范拼接蕾丝装饰亚麻衬衫干净利落增加了柔美气质
341	梦芭莎女装热街头摇滚印花无袖长t恤钉珠印花字母	钉珠;印花;字母	1;0;2	摇滚来自街头,充满对规则的漠视,自由而热烈;街头摇滚threemen印花,个性十足;独特钉珠装饰,增添甜美视觉感,个性字母印花,酷感势不可挡!
342	欧尼迩夏时尚印花绣花雪纺连衣裙镂空圆领一步裙中裙复合丝蕾丝绣花印花	复合丝;蕾丝;绣花;印花	0;1;3;2	复合丝跟蕾丝面料的拼接设计,前幅剪影印花跟绣花的工艺,让此款显得更精致,上半身宽松的设计让此款的包容性更强,下半身蕾丝面料的拼接也更显女人味
343	纳帕佳秋季新品吊带葫芦形可调节背带裙连衣裙下摆罗纹可调节	下摆;罗纹;可调节	2;0;1	可调节的背带连身裙随性优雅、休闲大方,营造出青春俏皮气息,葫芦造型增添了潮流感,下摆罗纹拼接时尚前卫又韵味十足。
344	布衣不二夏目友人帐猫咪老师t恤夏季男士纯棉短袖女动漫周边衣服圆领印花纯色元素	圆领;印花;纯色;元素	0;2;1;3	简单的圆领t恤,在夏日可以说是非常常见的单品穿着舒服又时尚,很多年轻人都爱不释手。这一件圆领t恤,采用纯色来设计,整个人看上去更加典雅高贵,女神feel十足。衣服前面是印花元素,颜色比较深,给人一种个性十足,酷酷的感觉。让炎炎夏日变得更加美好。
345	转向夏季新款欧美街头帅气修身显瘦圆领大字母短袖t恤女黑白色字母印花	黑白色;字母;印花	0;1;2	夏季总是充满繁杂的色彩,迷乱视线;简单的黑白色t恤,不复杂的字母印花,展现独特的自我个性,简约的生活态度,如同摇滚般质朴。
346	【不退换】夏装新款翻领水溶花刺绣欧根纱碎花连衣裙下摆高档无袖	下摆;高档;无袖	2;1;0	经典的无袖肩部设计,高品质细节的体现,优质高档的拉链,独特的设计又能达到完美的视觉美感,精致大气的衣边下摆,造型优雅。
347	衣恋旗下女装正品纯色半高领针织套衫淑女款毛衣半高领针织蝙蝠袖	半高领;针织;蝙蝠袖	0;1;2	半高领设计,让针织套衫更温暖,蝙蝠袖设计,展现女性柔美特性,尽显淑女范
348	巴古利夏装新款棉麻女装文艺复古原创休闲宽松连衣裙女短裙版型遮肚显瘦	版型;遮肚;显瘦	0;1;2	东方女性独有的优推与性感的烙印。深深地映衬在衣服的设计中,极富民族韵味的版型设计,遮肚肺显瘦。《欧范小姐》:时尚编辑simple
349	佳菲特满夏季新款女装亚麻五分裤宽松水桶短裤棉麻阔腿中裤女不缩水静电纤维耐热	不缩水;静电;纤维;耐热	1;3;2;0	面料具有良好的吸湿性、无静电、抗腐耐热、光泽柔和、纤维柔软等特点;呈现圣洁、大方、自然的风格.成衣经过水洗处理,衣服更加柔软舒适,不缩水.
350	凡转秋冬男士夹克轻薄单排扣上衣修身休闲小西装男装时尚外套潮花纹垂坠感透气	花纹;垂坠感;透气	2;1;0	本款男士外套精选优质面料,柔软透气,极佳的垂坠感;个性独特盔甲设计理念的领口,尽显王子大气韵味;领口宫廷风,延续腰果花纹凭借,清晰精美,展现
351	水淼大码女装夏装新款胖mm时尚韩版棉麻短袖t恤下摆捏褶廓型	下摆;捏褶;廓型	1;0;2	领部时尚的捏褶设计,简洁大方,透露着成熟女性性感妩媚,下摆层层传递,对衣服的廓型起到了较好的修饰效果。
352	夏装女装新款欧洲站欧美短袖上衣短裤休闲套装女竖条纹两件套黑白色搭配竖条纹直接	黑白色;搭配;竖条纹;直接	0;2;1;3	经典黑白色结合竖条纹,永不过时,时尚永在。上衣短裤套装两件套,不用烦恼搭配,直接一套就可出门。《欧范小姐》:时尚编辑simple
353	简伊新款韩版修身雪纺衫钉珠娃娃领欧根纱荷叶边上衣女娃娃领迷人钉珠多层	娃娃领;迷人;钉珠;多层	2;0;1;3	手工钉珠娃娃领设计,带着复古又甜美的色泽,沿着脖颈勾勒出迷人的弧线,点缀出轻奢魅力,多层拼接的上衣让造型更具时尚感,层次感。
354	盛夏新款六一童心未泯性感舒适大象无袖长款背心小a型直接内搭	小;a型;直接;内搭	1;2;3;0	宽松a型的俏皮款式,适合各种场合哦,袖口是宽松袖口,去海边可以直接套泳衣外面,平时穿内搭一个小抹胸就可以了!《欧范小姐》:时尚编辑connie
355	年中钜惠城市俪人专柜正品女装碎花拼接圆领连衣裙抽褶印花波点图案	抽褶;印花;波点;图案	0;2;1;3	富有女性柔美气质的款式,前片特殊的飘逸抽褶设计,加之极具特色的波点印花图案,无疑是给整件服饰增添了看点,不挑身材,非常适合大部分消费者穿着。
356	春夏装新款欧美时尚修身鱼尾摆荷叶边无袖包臀连衣裙撞色明黄曲线纯白	撞色;明黄;曲线;纯白	3;1;0;2	色彩对风格的影响,从来都是直观而热烈的;纯白与明黄的撞色,突出上身的线条感,让人不自觉将视线上调;包臀裙身勾勒出性感的臀部曲线;浪漫而优雅的
357	夜猫6.7初善原创束脚裤小脚哈伦裤修身春季薄款休闲裤日系卫裤弧形全棉抽绳纱织	弧形;全棉;抽绳;纱织	1;3;2;0	这条休闲长裤布料由全棉的纱织就,呈现出分明的肌理,萝卜腿型,裤腰是简单抽绳的样式;弧形布条拼接在后浪位置,周身仿佛环绕一池碧波清气;微胯裆的款式,率性的气质!
358	米茜尔专柜正品新款女装褶皱收腰优雅连衣裙拉长宝蓝色真丝小v领	拉长;宝蓝色;真丝;小v领	2;1;3;0	极致真丝,靓丽的宝蓝色真丝连衣裙,尽显优雅质感,独特的小v领设计,拉长颈部线条,时尚优雅。
359	.夏装女新款无袖韩版上衣气质翻领白色雪纺衫轻柔清爽纯色雪纺	轻柔;清爽;纯色;雪纺	0;3;2;1	夏季,最适合一袭轻柔的雪纺上衣,清新明亮的纯色,整体没有过多的装饰,雪纺面料永远是夏天的最爱,材质轻柔手感舒适穿上又有清爽的感觉,真的很不错
360	欧美连体衣夏装新款雪纺裤七分裤女雪纺连体裤夏高腰哈伦裤泡泡袖圆领松紧腰	泡泡袖;圆领;松紧腰	1;0;2	经典的圆领设计,完美展现性感锁骨与名媛气质,气质泡泡袖设计俏丽感十足,有效修饰肩部线条,穿着方便的松紧腰设计,提手舒适感。
361	休闲裤夏七分小脚西裤新款薄款黑色裤子女职业哈伦女士九分裤直筒版型长	直筒;版型;长	0;1;2	休闲通勤的西装裤是每个职场女性的必备单品,这款西装裤采用经典的直筒版型,九分裤长设计可以露出脚踝,修饰身材比例,打造纤瘦高挑的身姿。
362	莺时6月夏季新款欧美大牌印花真丝连衣裙双绉桑蚕丝超短裙垂坠感印花轻薄透气	垂坠感;印花;轻薄;透气	1;0;2;3	大胆的色彩和印花应用,让沉闷的则色变得艺术感和趣味性,褶皱带起的垂坠感,双绉面料的轻薄透气,宽松的上半身,职业一步裙的下半身,相信会成为职业女性们夏季的首选。
363	享永子棉麻连衣裙春秋气质收腰文艺复古背心裙海滩裙长裙白领一体大型	白领;一体;大型	1;2;0	享永子是一家集设计、生产、销售为一体的大型专业化品牌服饰企业。拥有自己的设计、营销团队,在江苏省南通及宿迁两地拥有自己的四家大中型服装生产基地,现有员工2200余人,年生产能力400多万件。致力于为25岁—35岁都市白领女性和时尚新贵提供高品质、时尚的服饰精品。让我们一起走进享永子带来的时尚新境界。
364	品立夏装新款时尚男装条纹休闲短裤哈伦垮裤潮全棉有型裤型条纹	全棉;有型;裤型;条纹	0;3;1;2	百搭全棉时尚条纹短裤,周末、度假、出游、旅行的优选单品。自由洒脱,酷派有型。哈伦垮裤裤型,新颖别致,别具一格。
365	秋新款五星毛衣毛织套头衫卫衣女c-宽松版印花常规	宽松版;印花;常规	2;1;0	有着青春气息的卫衣,一直深受街拍达人的喜爱。而lalabobo这款卫衣一改常规面料,采用毛绒的材质,营造出一种温暖的感觉。胸前和袖子上的五角星印花,个性吸睛,非常潮酷,尽显活力。略为休闲的宽松版型,舒适自然,上身简单而随性。
366	[折]品立英绅夏装新款男装立领短袖衬衫男修身衬衣潮小立领中式立体撞色	小立领;中式;立体;撞色	2;1;0;3	立体端庄的中式小立领设计,洋溢出情怀依旧的经典味道。意韵深邃的撞色拼接衣袖设计,流露出自然大气的隐秀气度。相得益彰的撞色拼接衣袖,让衣服整体
367	百图夏装印花雪纺连衣裙修身显瘦拼接短裙荷叶边裙摆弧度	荷叶边;裙摆;弧度	0;1;2	拼接依旧是当下潮流看点之一,多种面料拼接效果令人耳目一新,本季必不可少的时尚元素,衫身浪漫荷叶边及花苞裙摆设计,优美弧度巧妙修饰臀部线条,提
368	九美风尚夏季新款时尚铆钉装饰无袖上衣版型剪裁无袖	版型;剪裁;无袖	2;0;1	时尚铆钉装饰升华优雅俏皮气息,无袖设计清凉舒适,宽松的版型,精致的剪裁时尚个性,优雅休闲。
369	茜珞莱夏装新款女装狮子宽松连衣裙气质竖条纹显瘦女廓形甜竖条	廓形;甜;竖条	2;0;1	秀场上层出不穷的花样造型让整个季节变为欢乐动物园。竖条与动物纹样的巧妙结合,让硬朗的野性特性一览无遗,h的廓形更是把中性风推向高点。或许不够甜
